datetimeFC,forecast,p_battery,p_net_demand,soc_battery,pb_nom,pb_discharge_max,pb_charge_max,delta_t,soc_min,soc_max,efficiency,soc_ini,p_net_threshold,mpc_window
2021-07-25 08:30:00+00:00,0.9505363159,0.888777252,1.8393135679000001,0.5245490697,15,4,6,0.25,0.1,0.9,1,0.5245490697,5,96
2021-07-25 08:45:00+00:00,0.9281932373,0.9111203306000001,1.8393135679000001,0.5393620239,15,4,6,0.25,0.1,0.9,1,0.5393620239,5,96
2021-07-25 09:00:00+00:00,0.9471879883000001,0.8921255796,1.8393135679000001,0.5545473627,15,4,6,0.25,0.1,0.9,1,0.5545473627,5,96
2021-07-25 09:15:00+00:00,0.9448726196,0.9206799360000001,1.8655525555999999,0.5545473627,15,4,6,0.25,0.1,0.9,1,0.5545473627,5,96
2021-07-25 09:30:00+00:00,0.8996597900000001,0.9658927656,1.8655525555999999,0.5698920283000001,15,4,6,0.25,0.1,0.9,1,0.5698920283000001,5,96
2021-07-25 09:45:00+00:00,0.894571106,0.9709814496,1.8655525555999999,0.5859902411,15,4,6,0.25,0.1,0.9,1,0.5859902411,5,96
2021-07-25 10:00:00+00:00,0.9130664673000001,0.9524860884,1.8655525557,0.6021732652,15,4,6,0.25,0.1,0.9,1,0.6021732652,5,96
2021-07-25 10:15:00+00:00,1.1856942139,0.7114249288000001,1.8971191427,0.6021732652,15,4,6,0.25,0.1,0.9,1,0.6021732652,5,96
2021-07-25 10:30:00+00:00,1.1700084229,0.7271107198,1.8971191427,0.6140303474000001,15,4,6,0.25,0.1,0.9,1,0.6140303474000001,5,96
2021-07-25 10:45:00+00:00,1.1233469238,0.7737722189,1.8971191427,0.6261488594,15,4,6,0.25,0.1,0.9,1,0.6261488594,5,96
2021-07-25 11:00:00+00:00,1.117045166,0.7800739767,1.8971191427,0.6390450630000001,15,4,6,0.25,0.1,0.9,1,0.6390450630000001,5,96
2021-07-25 11:15:00+00:00,1.172760376,0.7532503982000001,1.9260107741999999,0.6390450630000001,15,4,6,0.25,0.1,0.9,1,0.6390450630000001,5,96
2021-07-25 11:30:00+00:00,1.2238704834,0.7021402908000001,1.9260107741999999,0.6515992363,15,4,6,0.25,0.1,0.9,1,0.6515992363,5,96
2021-07-25 11:45:00+00:00,1.2216520996,0.7043586747,1.9260107743,0.6633015745,15,4,6,0.25,0.1,0.9,1,0.6633015745,5,96
2021-07-25 12:00:00+00:00,1.1819075928,0.7441031815,1.9260107743,0.6750408857,15,4,6,0.25,0.1,0.9,1,0.6750408857,5,96
2021-07-25 12:15:00+00:00,1.2084298096000001,0.7175809647,1.9260107743,0.6874426054,15,4,6,0.25,0.1,0.9,1,0.6874426054,5,96
2021-07-25 12:30:00+00:00,1.2049450684,0.7536830219,1.9586280903,0.6874426054,15,4,6,0.25,0.1,0.9,1,0.6874426054,5,96
2021-07-25 12:45:00+00:00,1.3060654297,0.6525626606,1.9586280903,0.7000039891000001,15,4,6,0.25,0.1,0.9,1,0.7000039891000001,5,96
2021-07-25 13:00:00+00:00,1.2851033936,0.6735246967,1.9586280903,0.7108800335000001,15,4,6,0.25,0.1,0.9,1,0.7108800335000001,5,96
2021-07-25 13:15:00+00:00,1.2871750488,0.7037692954,1.9909443441999999,0.7108800335000001,15,4,6,0.25,0.1,0.9,1,0.7108800335000001,5,96
2021-07-25 13:30:00+00:00,1.3247541504,0.6661901941,1.9909443445,0.7226095217,15,4,6,0.25,0.1,0.9,1,0.7226095217,5,96
2021-07-25 13:45:00+00:00,1.3247541504,0.6661901946000001,1.990944345,0.7337126916000001,15,4,6,0.25,0.1,0.9,1,0.7337126916000001,5,96
2021-07-25 14:00:00+00:00,1.3199257813,0.6710185642000001,1.9909443455,0.7448158615,15,4,6,0.25,0.1,0.9,1,0.7448158615,5,96
2021-07-25 14:15:00+00:00,1.2810493164,0.7098950301,1.9909443465,0.7559995043000001,15,4,6,0.25,0.1,0.9,1,0.7559995043000001,5,96
2021-07-25 14:30:00+00:00,1.3796386719,0.6113056683,1.9909443402,0.7678310881,15,4,6,0.25,0.1,0.9,1,0.7678310881,5,96
2021-07-25 14:45:00+00:00,1.2427197266,0.7482246208000001,1.9909443474000001,0.7780195159000001,15,4,6,0.25,0.1,0.9,1,0.7780195159000001,5,96
2021-07-25 15:00:00+00:00,1.2291627197000001,0.7617816197,1.9909443394,0.7904899263,15,4,6,0.25,0.1,0.9,1,0.7904899263,5,96
2021-07-25 15:15:00+00:00,1.0662305908,0.9247137518,1.9909443426000002,0.8031862866,15,4,6,0.25,0.1,0.9,1,0.8031862866,5,96
2021-07-25 15:30:00+00:00,1.1171027832,0.8738415599,1.9909443431,0.8185981825,15,4,6,0.25,0.1,0.9,1,0.8185981825,5,96
2021-07-25 15:45:00+00:00,1.2553309326,0.7783439007,2.0336748333,0.8185981825,15,4,6,0.25,0.1,0.9,1,0.8185981825,5,96
2021-07-25 16:00:00+00:00,1.4450007324,0.5886741024000001,2.0336748348,0.8315705808,15,4,6,0.25,0.1,0.9,1,0.8315705808,5,96
2021-07-25 16:15:00+00:00,1.2959360352,0.7377387999999999,2.0336748352,0.8413818158,15,4,6,0.25,0.1,0.9,1,0.8413818158,5,96
2021-07-25 16:30:00+00:00,1.2782664795,0.7856768376000001,2.0639433171,0.8413818158,15,4,6,0.25,0.1,0.9,1,0.8413818158,5,96
2021-07-25 16:45:00+00:00,1.5287880859,0.5351552313,2.0639433172,0.8544764298,15,4,6,0.25,0.1,0.9,1,0.8544764298,5,96
2021-07-25 17:00:00+00:00,1.684887207,0.4023237445,2.0872109515,0.8544764298,15,4,6,0.25,0.1,0.9,1,0.8544764298,5,96
2021-07-25 17:15:00+00:00,1.7882572021,0.2989537499,2.087210952,0.8611818255,15,4,6,0.25,0.1,0.9,1,0.8611818255,5,96
2021-07-25 17:30:00+00:00,1.7996495361,0.2875614165,2.0872109526,0.8661643880000001,15,4,6,0.25,0.1,0.9,1,0.8661643880000001,5,96
2021-07-25 17:45:00+00:00,1.8916307373,0.195580216,2.0872109533,0.8709570783,15,4,6,0.25,0.1,0.9,1,0.8709570783,5,96
2021-07-25 18:00:00+00:00,2.0296706543,0.0575402998,2.0872109541,0.8742167486,15,4,6,0.25,0.1,0.9,1,0.8742167486,5,96
2021-07-25 18:15:00+00:00,2.0296706543,0.057540300600000004,2.0872109549,0.8751757536,15,4,6,0.25,0.1,0.9,1,0.8751757536,5,96
2021-07-25 18:30:00+00:00,1.8550631104000002,0.2321478454,2.0872109558,0.8761347586,15,4,6,0.25,0.1,0.9,1,0.8761347586,5,96
2021-07-25 18:45:00+00:00,1.9904033203,0.0968076365,2.0872109568,0.8800038894000001,15,4,6,0.25,0.1,0.9,1,0.8800038894000001,5,96
2021-07-25 19:00:00+00:00,1.9904033203,0.09680763760000001,2.0872109579,0.88161735,15,4,6,0.25,0.1,0.9,1,0.88161735,5,96
2021-07-25 19:15:00+00:00,2.0031420898,0.0840688693,2.0872109591,0.8832308106000001,15,4,6,0.25,0.1,0.9,1,0.8832308106000001,5,96
2021-07-25 19:30:00+00:00,2.0031420898,0.0840688707,2.0872109605,0.8846319584000001,15,4,6,0.25,0.1,0.9,1,0.8846319584000001,5,96
2021-07-25 19:45:00+00:00,2.0031420898,0.0840688721,2.0872109619,0.8860331063,15,4,6,0.25,0.1,0.9,1,0.8860331063,5,96
2021-07-25 20:00:00+00:00,2.011767334,0.0754436296,2.0872109636,0.8874342541,15,4,6,0.25,0.1,0.9,1,0.8874342541,5,96
2021-07-25 20:15:00+00:00,2.011767334,0.0754436314,2.0872109654,0.8886916479,15,4,6,0.25,0.1,0.9,1,0.8886916479,5,96
2021-07-25 20:30:00+00:00,1.9938709717,0.0933399957,2.0872109674,0.8899490418,15,4,6,0.25,0.1,0.9,1,0.8899490418,5,96
2021-07-25 20:45:00+00:00,1.9904033203,0.10847515340000001,2.0988784737,0.8899490418,15,4,6,0.25,0.1,0.9,1,0.8899490418,5,96
2021-07-25 21:00:00+00:00,2.0113347168,0.0875437594,2.0988784762,0.891756961,15,4,6,0.25,0.1,0.9,1,0.891756961,5,96
2021-07-25 21:15:00+00:00,2.0235913086,0.07528717060000001,2.0988784792,0.8932160237000001,15,4,6,0.25,0.1,0.9,1,0.8932160237000001,5,96
2021-07-25 21:30:00+00:00,2.0235913086,0.07528717430000001,2.0988784829,0.8944708099,15,4,6,0.25,0.1,0.9,1,0.8944708099,5,96
2021-07-25 21:45:00+00:00,2.0235913086,0.0752871792,2.0988784878,0.8957255961,15,4,6,0.25,0.1,0.9,1,0.8957255961,5,96
2021-07-25 22:00:00+00:00,2.0291364746,0.0697420201,2.0988784947,0.8969803824,15,4,6,0.25,0.1,0.9,1,0.8969803824,5,96
2021-07-25 22:15:00+00:00,2.0355025635,0.0633759424,2.0988785059,0.8981427494,15,4,6,0.25,0.1,0.9,1,0.8981427494,5,96
2021-07-25 22:30:00+00:00,2.0508188477,0.1114356212,2.1622544689,0.8981427494,15,4,6,0.25,0.1,0.9,1,0.8981427494,5,96
2021-07-25 22:45:00+00:00,2.2542810059000002,0.0633086237,2.3175896296,0.8981427494,15,4,6,0.25,0.1,0.9,1,0.8981427494,5,96
2021-07-25 23:00:00+00:00,2.2694626465,0.0481270091,2.3175896556,0.8991978931,15,4,6,0.25,0.1,0.9,1,0.8991978931,5,96
2021-07-25 23:15:00+00:00,3.1290185547,-0.1919120954,2.9371064593,0.8991978931,15,4,6,0.25,0.1,0.9,1,0.8991978931,5,96
2021-07-25 23:30:00+00:00,3.2036660156,-0.2939756189,2.9096903967000003,0.8991978931,15,4,6,0.25,0.1,0.9,1,0.8991978931,5,96
2021-07-25 23:45:00+00:00,3.1680205078,-0.2583301096,2.9096903982,0.8942982995000001,15,4,6,0.25,0.1,0.9,1,0.8942982995000001,5,96
2021-07-26 00:00:00+00:00,3.1515622559,-0.2418718555,2.9096904004,0.8899927977000001,15,4,6,0.25,0.1,0.9,1,0.8899927977000001,5,96
2021-07-26 00:15:00+00:00,3.1515622559,-0.24187206090000002,2.909690195,0.8859616001,15,4,6,0.25,0.1,0.9,1,0.8859616001,5,96
2021-07-26 00:30:00+00:00,2.3243518066,0.4662108887,2.7905626953000002,0.8859616001,15,4,6,0.25,0.1,0.9,1,0.8859616001,5,96
2021-07-26 00:45:00+00:00,2.4144689941,0.3760937025,2.7905626966,0.8937317816,15,4,6,0.25,0.1,0.9,1,0.8937317816,5,96
2021-07-26 01:00:00+00:00,2.9060744629,0.1002641518,3.0063386147,0.8937317816,15,4,6,0.25,0.1,0.9,1,0.8937317816,5,96
2021-07-26 01:15:00+00:00,3.2643581543,-0.2580195379,3.0063386164,0.8954028508,15,4,6,0.25,0.1,0.9,1,0.8954028508,5,96
2021-07-26 01:30:00+00:00,3.1519831543,-0.1825044753,2.969478679,0.8954028508,15,4,6,0.25,0.1,0.9,1,0.8954028508,5,96
2021-07-26 01:45:00+00:00,3.2037126465,-0.2342339648,2.9694786817,0.8923611095,15,4,6,0.25,0.1,0.9,1,0.8923611095,5,96
2021-07-26 02:00:00+00:00,3.1875168457,-0.2180381622,2.9694786835,0.8884572101,15,4,6,0.25,0.1,0.9,1,0.8884572101,5,96
2021-07-26 02:15:00+00:00,3.2351589355,-0.3201897917,2.9149691438,0.8884572101,15,4,6,0.25,0.1,0.9,1,0.8884572101,5,96
2021-07-26 02:30:00+00:00,2.4909494629,0.4240196841,2.914969147,0.8831207136,15,4,6,0.25,0.1,0.9,1,0.8831207136,5,96
2021-07-26 02:45:00+00:00,2.6472087402,0.2677604076,2.9149691478,0.8901877083,15,4,6,0.25,0.1,0.9,1,0.8901877083,5,96
2021-07-26 03:00:00+00:00,2.5939914551000003,0.3209776942,2.9149691493,0.8946503818,15,4,6,0.25,0.1,0.9,1,0.8946503818,5,96
2021-07-26 03:15:00+00:00,3.7437844238,0.027859665000000002,3.7716440888,0.8946503818,15,4,6,0.25,0.1,0.9,1,0.8946503818,5,96
2021-07-26 03:30:00+00:00,4.0330666504,-0.2614225572,3.7716440932,0.8951147095,15,4,6,0.25,0.1,0.9,1,0.8951147095,5,96
2021-07-26 03:45:00+00:00,4.0600852051,-0.2884411096,3.7716440955,0.8907576669,15,4,6,0.25,0.1,0.9,1,0.8907576669,5,96
2021-07-26 04:00:00+00:00,4.1741831055,-0.4025390069,3.7716440986,0.8859503151,15,4,6,0.25,0.1,0.9,1,0.8859503151,5,96
2021-07-26 04:15:00+00:00,4.2368457031,-0.46520160520000003,3.7716440979,0.8792413316000001,15,4,6,0.25,0.1,0.9,1,0.8792413316000001,5,96
2021-07-26 04:30:00+00:00,5.0223862305,-1.2507421318,3.7716440987,0.8714879715,15,4,6,0.25,0.1,0.9,1,0.8714879715,5,96
2021-07-26 04:45:00+00:00,5.62965625,-1.8858064206,3.7438498294,0.8714879715,15,4,6,0.25,0.1,0.9,1,0.8714879715,5,96
2021-07-26 05:00:00+00:00,5.6900463867,-1.946196557,3.7438498297000002,0.8400578645000001,15,4,6,0.25,0.1,0.9,1,0.8400578645000001,5,96
2021-07-26 05:15:00+00:00,4.5368637695,-0.8382743253,3.6985894442,0.8400578645000001,15,4,6,0.25,0.1,0.9,1,0.8400578645000001,5,96
2021-07-26 05:30:00+00:00,4.3970063477,-0.6984169033000001,3.6985894444,0.8260866258,15,4,6,0.25,0.1,0.9,1,0.8260866258,5,96
2021-07-26 05:45:00+00:00,4.2392387695,-0.5406493249000001,3.6985894446,0.814446344,15,4,6,0.25,0.1,0.9,1,0.814446344,5,96
2021-07-26 06:00:00+00:00,4.2471611328,-0.548571688,3.6985894448,0.805435522,15,4,6,0.25,0.1,0.9,1,0.805435522,5,96
2021-07-26 06:15:00+00:00,4.4590341797,-0.7604447347000001,3.698589445,0.7962926605,15,4,6,0.25,0.1,0.9,1,0.7962926605,5,96
2021-07-26 06:30:00+00:00,4.9444326172,-1.245843172,3.6985894452,0.7836185816,15,4,6,0.25,0.1,0.9,1,0.7836185816,5,96
2021-07-26 06:45:00+00:00,5.1479370117,-1.4493475663,3.6985894454,0.7628545287,15,4,6,0.25,0.1,0.9,1,0.7628545287,5,96
2021-07-26 07:00:00+00:00,5.200597168,-1.5020077225000001,3.6985894455,0.7386987359,15,4,6,0.25,0.1,0.9,1,0.7386987359,5,96
2021-07-26 07:15:00+00:00,5.0510151367,-1.3524256911,3.6985894456,0.7136652739,15,4,6,0.25,0.1,0.9,1,0.7136652739,5,96
2021-07-26 07:30:00+00:00,4.9127944336,-1.214204988,3.6985894456,0.6911248457,15,4,6,0.25,0.1,0.9,1,0.6911248457,5,96
2021-07-26 07:45:00+00:00,4.7624140624999995,-1.0638246169,3.6985894456,0.6708880959,15,4,6,0.25,0.1,0.9,1,0.6708880959,5,96
2021-07-26 08:00:00+00:00,4.7778891602,-1.1125442338,3.6653449264,0.6708880959,15,4,6,0.25,0.1,0.9,1,0.6708880959,5,96
2021-07-26 08:15:00+00:00,4.8011679687,-1.1358230423,3.6653449264,0.652345692,15,4,6,0.25,0.1,0.9,1,0.652345692,5,96
2021-07-26 08:30:00+00:00,5.3026240234,-1.6372790969,3.6653449265,0.633415308,15,4,6,0.25,0.1,0.9,1,0.633415308,5,96
2021-07-26 08:45:00+00:00,5.3363696289,-1.6710247023,3.6653449266,0.606127323,15,4,6,0.25,0.1,0.9,1,0.606127323,5,96
2021-07-26 09:00:00+00:00,5.350144043,-1.6847991164,3.6653449266,0.5782769113,15,4,6,0.25,0.1,0.9,1,0.5782769113,5,96
2021-07-26 09:15:00+00:00,4.9774916992,-1.3121467727,3.6653449265,0.550196926,15,4,6,0.25,0.1,0.9,1,0.550196926,5,96
2021-07-26 09:30:00+00:00,4.9422470703,-1.3273693273,3.614877743,0.550196926,15,4,6,0.25,0.1,0.9,1,0.550196926,5,96
2021-07-26 09:45:00+00:00,4.8669726562,-1.2520949132,3.614877743,0.5280741039,15,4,6,0.25,0.1,0.9,1,0.5280741039,5,96
2021-07-26 10:00:00+00:00,4.8187094727,-1.2038317298,3.6148777429,0.5072058554000001,15,4,6,0.25,0.1,0.9,1,0.5072058554000001,5,96
2021-07-26 10:15:00+00:00,4.7810830078,-1.1662052649,3.6148777429,0.4871419932,15,4,6,0.25,0.1,0.9,1,0.4871419932,5,96
2021-07-26 10:30:00+00:00,3.7317307129,-0.11685297010000001,3.6148777428,0.46770523880000003,15,4,6,0.25,0.1,0.9,1,0.46770523880000003,5,96
2021-07-26 10:45:00+00:00,5.1295585937,-1.5146808507,3.614877743,0.4657576893,15,4,6,0.25,0.1,0.9,1,0.4657576893,5,96
2021-07-26 11:00:00+00:00,4.7420737305,-1.2029300298,3.5391437007,0.4657576893,15,4,6,0.25,0.1,0.9,1,0.4657576893,5,96
2021-07-26 11:15:00+00:00,4.6835737305,-1.1444300298,3.5391437007,0.4457088555,15,4,6,0.25,0.1,0.9,1,0.4457088555,5,96
2021-07-26 11:30:00+00:00,4.5461635742,-1.0070198736,3.5391437006,0.4266350216,15,4,6,0.25,0.1,0.9,1,0.4266350216,5,96
2021-07-26 11:45:00+00:00,4.487565918,-0.9484222174,3.5391437006,0.40985135710000004,15,4,6,0.25,0.1,0.9,1,0.40985135710000004,5,96
2021-07-26 12:00:00+00:00,4.5927138672,-1.1128465478,3.4798673194,0.40985135710000004,15,4,6,0.25,0.1,0.9,1,0.40985135710000004,5,96
2021-07-26 12:15:00+00:00,4.5735561523,-1.0936888326,3.4798673197,0.3913039146,15,4,6,0.25,0.1,0.9,1,0.3913039146,5,96
2021-07-26 12:30:00+00:00,4.6363217773,-1.1564544573,3.47986732,0.37307576740000004,15,4,6,0.25,0.1,0.9,1,0.37307576740000004,5,96
2021-07-26 12:45:00+00:00,4.5781508789,-1.12773921,3.4504116689,0.37307576740000004,15,4,6,0.25,0.1,0.9,1,0.37307576740000004,5,96
2021-07-26 13:00:00+00:00,4.6305654297,-1.1801537609000001,3.4504116688,0.3542801139,15,4,6,0.25,0.1,0.9,1,0.3542801139,5,96
2021-07-26 13:15:00+00:00,4.6265151367,-1.1975608104,3.4289543263,0.3542801139,15,4,6,0.25,0.1,0.9,1,0.3542801139,5,96
2021-07-26 13:30:00+00:00,4.6748007813,-1.2458464550000001,3.4289543263,0.3343207671,15,4,6,0.25,0.1,0.9,1,0.3343207671,5,96
2021-07-26 13:45:00+00:00,4.6660229492,-1.237068623,3.4289543262,0.3135566595,15,4,6,0.25,0.1,0.9,1,0.3135566595,5,96
2021-07-26 14:00:00+00:00,4.7307080078,-1.3017536817,3.4289543261,0.2929388491,15,4,6,0.25,0.1,0.9,1,0.2929388491,5,96
2021-07-26 14:15:00+00:00,4.8020766602,-1.3731223342,3.428954326,0.2712429544,15,4,6,0.25,0.1,0.9,1,0.2712429544,5,96
2021-07-26 14:30:00+00:00,4.7709238281,-1.3419695022,3.4289543259,0.2483575822,15,4,6,0.25,0.1,0.9,1,0.2483575822,5,96
2021-07-26 14:45:00+00:00,4.7817504883,-1.3527961625,3.4289543258,0.2259914238,15,4,6,0.25,0.1,0.9,1,0.2259914238,5,96
2021-07-26 15:00:00+00:00,4.910472168,-1.4815178423,3.4289543257,0.2034448211,15,4,6,0.25,0.1,0.9,1,0.2034448211,5,96
2021-07-26 15:15:00+00:00,4.8147011719,-1.3857468465,3.4289543254,0.17875285700000001,15,4,6,0.25,0.1,0.9,1,0.17875285700000001,5,96
2021-07-26 15:30:00+00:00,4.3454887695,-0.9165344445,3.428954325,0.1556570763,15,4,6,0.25,0.1,0.9,1,0.1556570763,5,96
2021-07-26 15:45:00+00:00,4.134190918,-0.7256040260000001,3.408586892,0.1556570763,15,4,6,0.25,0.1,0.9,1,0.1556570763,5,96
2021-07-26 16:00:00+00:00,1.5905930176,1.8179938736999999,3.4085868913,0.1435636758,15,4,6,0.25,0.1,0.9,1,0.1435636758,5,96
2021-07-26 16:15:00+00:00,1.5362285156,1.8723583754000002,3.408586891,0.1738635737,15,4,6,0.25,0.1,0.9,1,0.1738635737,5,96
2021-07-26 16:30:00+00:00,1.5867735596,1.8663932924000002,3.453166852,0.1738635737,15,4,6,0.25,0.1,0.9,1,0.1738635737,5,96
2021-07-26 16:45:00+00:00,1.7844370117000001,1.6687298402000001,3.4531668519,0.2049701286,15,4,6,0.25,0.1,0.9,1,0.2049701286,5,96
2021-07-26 17:00:00+00:00,1.7184797363,1.7346871155999999,3.4531668519,0.2327822926,15,4,6,0.25,0.1,0.9,1,0.2327822926,5,96
2021-07-26 17:15:00+00:00,1.99949646,1.4981495416000001,3.4976460016,0.2327822926,15,4,6,0.25,0.1,0.9,1,0.2327822926,5,96
2021-07-26 17:30:00+00:00,2.0543063965,1.4433396107,3.4976460072,0.2577514516,15,4,6,0.25,0.1,0.9,1,0.2577514516,5,96
2021-07-26 17:45:00+00:00,2.0816123047,1.4160336753,3.49764598,0.2818071118,15,4,6,0.25,0.1,0.9,1,0.2818071118,5,96
2021-07-26 18:00:00+00:00,2.0843117676,1.4133342403,3.4976460079000002,0.3054076731,15,4,6,0.25,0.1,0.9,1,0.3054076731,5,96
2021-07-26 18:15:00+00:00,2.0843117676,1.4133342342000002,3.4976460018,0.3289632437,15,4,6,0.25,0.1,0.9,1,0.3289632437,5,96
2021-07-26 18:30:00+00:00,2.0288568115,1.4687891902999999,3.4976460018,0.35251881430000004,15,4,6,0.25,0.1,0.9,1,0.35251881430000004,5,96
2021-07-26 18:45:00+00:00,2.0288568115,1.4687891902999999,3.4976460018,0.3769986341,15,4,6,0.25,0.1,0.9,1,0.3769986341,5,96
2021-07-26 19:00:00+00:00,2.0288568115,1.4687891657,3.4976459772,0.40147845400000004,15,4,6,0.25,0.1,0.9,1,0.40147845400000004,5,96
2021-07-26 19:15:00+00:00,2.0843117676,1.4133342106,3.4976459782,0.42595827340000003,15,4,6,0.25,0.1,0.9,1,0.42595827340000003,5,96
2021-07-26 19:30:00+00:00,2.0495090332,1.4481369449,3.4976459781,0.4495138436,15,4,6,0.25,0.1,0.9,1,0.4495138436,5,96
2021-07-26 19:45:00+00:00,2.0495090332,1.4481369446,3.4976459778,0.4736494593,15,4,6,0.25,0.1,0.9,1,0.4736494593,5,96
2021-07-26 20:00:00+00:00,2.0495090332,1.4481369443,3.4976459775,0.49778507510000003,15,4,6,0.25,0.1,0.9,1,0.49778507510000003,5,96
2021-07-26 20:15:00+00:00,2.0495090332,1.4481369441,3.4976459773,0.5219206908,15,4,6,0.25,0.1,0.9,1,0.5219206908,5,96
2021-07-26 20:30:00+00:00,2.0239029541,1.5275377413,3.5514406954,0.5219206908,15,4,6,0.25,0.1,0.9,1,0.5219206908,5,96
2021-07-26 20:45:00+00:00,2.0288568115,1.5225838838999999,3.5514406954,0.5473796532,15,4,6,0.25,0.1,0.9,1,0.5473796532,5,96
2021-07-26 21:00:00+00:00,2.1217770996,1.4296635958000001,3.5514406954,0.5727560512000001,15,4,6,0.25,0.1,0.9,1,0.5727560512000001,5,96
2021-07-26 21:15:00+00:00,2.8646960449,0.7463139661,3.6110100110000003,0.5727560512000001,15,4,6,0.25,0.1,0.9,1,0.5727560512000001,5,96
2021-07-26 21:30:00+00:00,2.7942124023,0.8167976087000001,3.6110100110000003,0.5851946173,15,4,6,0.25,0.1,0.9,1,0.5851946173,5,96
2021-07-26 21:45:00+00:00,2.8279140625,0.7830959485000001,3.6110100110000003,0.5988079108000001,15,4,6,0.25,0.1,0.9,1,0.5988079108000001,5,96
2021-07-26 22:00:00+00:00,2.8446098633,0.8036904313000001,3.6483002946000003,0.5988079108000001,15,4,6,0.25,0.1,0.9,1,0.5988079108000001,5,96
2021-07-26 22:15:00+00:00,2.898034668,0.7502656265000001,3.6483002945000003,0.6122027513,15,4,6,0.25,0.1,0.9,1,0.6122027513,5,96
2021-07-26 22:30:00+00:00,2.0725534668,1.5757468269000001,3.6483002937,0.6247071785,15,4,6,0.25,0.1,0.9,1,0.6247071785,5,96
2021-07-26 22:45:00+00:00,2.153407959,1.4948923349,3.6483002939,0.6509696256,15,4,6,0.25,0.1,0.9,1,0.6509696256,5,96
2021-07-26 23:00:00+00:00,2.1534538574,1.4948464366,3.648300294,0.6758844978,15,4,6,0.25,0.1,0.9,1,0.6758844978,5,96
2021-07-26 23:15:00+00:00,2.9642946777,0.77743352,3.7417281977,0.6758844978,15,4,6,0.25,0.1,0.9,1,0.6758844978,5,96
2021-07-26 23:30:00+00:00,3.0368791504,0.7048490473,3.7417281977,0.6888417231,15,4,6,0.25,0.1,0.9,1,0.6888417231,5,96
2021-07-26 23:45:00+00:00,3.0419812012,0.7500933573,3.7920745585,0.6888417231,15,4,6,0.25,0.1,0.9,1,0.6888417231,5,96
2021-07-27 00:00:00+00:00,3.0767980957,0.7152764628,3.7920745585,0.7013432791,15,4,6,0.25,0.1,0.9,1,0.7013432791,5,96
2021-07-27 00:15:00+00:00,3.0596154785,0.7324590801,3.7920745586,0.7132645535000001,15,4,6,0.25,0.1,0.9,1,0.7132645535000001,5,96
2021-07-27 00:30:00+00:00,2.2901223145,1.5019522441,3.7920745586,0.7254722048000001,15,4,6,0.25,0.1,0.9,1,0.7254722048000001,5,96
2021-07-27 00:45:00+00:00,2.2373391113,1.7049306720000001,3.9422697833,0.7254722048000001,15,4,6,0.25,0.1,0.9,1,0.7254722048000001,5,96
2021-07-27 01:00:00+00:00,2.2888132324,1.653456551,3.9422697834,0.753887716,15,4,6,0.25,0.1,0.9,1,0.753887716,5,96
2021-07-27 01:15:00+00:00,3.0315134277,1.1174384026,4.1489518303,0.753887716,15,4,6,0.25,0.1,0.9,1,0.753887716,5,96
2021-07-27 01:30:00+00:00,3.0503381348,1.0986136958,4.1489518306,0.7725116894,15,4,6,0.25,0.1,0.9,1,0.7725116894,5,96
2021-07-27 01:45:00+00:00,3.1209484863,1.0280033414,4.1489518277,0.7908219177,15,4,6,0.25,0.1,0.9,1,0.7908219177,5,96
2021-07-27 02:00:00+00:00,3.1152019043,1.0337499269000001,4.1489518312,0.8079553067,15,4,6,0.25,0.1,0.9,1,0.8079553067,5,96
2021-07-27 02:15:00+00:00,3.1696516113,1.004392911,4.1740445223,0.8079553067,15,4,6,0.25,0.1,0.9,1,0.8079553067,5,96
2021-07-27 02:30:00+00:00,2.8776125488,1.2964319705,4.1740445193,0.8246951885,15,4,6,0.25,0.1,0.9,1,0.8246951885,5,96
2021-07-27 02:45:00+00:00,2.557645752,1.6408597502000002,4.1985055022,0.8246951885,15,4,6,0.25,0.1,0.9,1,0.8246951885,5,96
2021-07-27 03:00:00+00:00,3.501965332,0.6965401707000001,4.1985055027,0.8520428510000001,15,4,6,0.25,0.1,0.9,1,0.8520428510000001,5,96
2021-07-27 03:15:00+00:00,4.7075410156,-0.4953778615,4.2121631541,0.8520428510000001,15,4,6,0.25,0.1,0.9,1,0.8520428510000001,5,96
2021-07-27 03:30:00+00:00,4.9861459961,-0.7739828411,4.212163155,0.8437865533000001,15,4,6,0.25,0.1,0.9,1,0.8437865533000001,5,96
2021-07-27 03:45:00+00:00,4.8759233398,-0.663760185,4.2121631548,0.8308868393000001,15,4,6,0.25,0.1,0.9,1,0.8308868393000001,5,96
2021-07-27 04:00:00+00:00,5.1038154297,-0.9054806120000001,4.1983348177,0.8308868393000001,15,4,6,0.25,0.1,0.9,1,0.8308868393000001,5,96
2021-07-27 04:15:00+00:00,5.5762119141,-1.3778770961,4.198334818,0.8157954958,15,4,6,0.25,0.1,0.9,1,0.8157954958,5,96
2021-07-27 04:30:00+00:00,5.3426362305,-1.1443014124,4.1983348181,0.7928308775,15,4,6,0.25,0.1,0.9,1,0.7928308775,5,96
2021-07-27 04:45:00+00:00,5.5134414063,-1.315106588,4.1983348183,0.7737591873,15,4,6,0.25,0.1,0.9,1,0.7737591873,5,96
